dataset,series,model,family,window_type,h,coverage,interval_width,mae,rmse,pinball_lower,pinball_upper,n
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,2,1.0,272.27645188345133,17.95158137172187,19.53598396181124,4.908350780132831,8.705471814039743,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,3,1.0,395.1313922107676,46.25632294399927,55.21320647715896,8.345225484644619,11.411344125893772,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,4,1.0,344.1996055193833,25.2498311467174,30.12853570874808,7.094863502067228,10.115116773901944,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,5,1.0,214.85582317037736,43.9214747131055,54.529492799544045,5.957073537746165,4.785717620772708,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,6,1.0,206.1823226646167,32.679782786859725,36.11716588168433,4.596227301917534,5.712888831313308,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,7,1.0,207.16131075492106,33.06680324360178,35.61039565548162,4.994807137801361,5.363258399944698,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,8,1.0,244.83649854028707,36.106751048977436,45.84339776095119,4.645910882545966,7.595914044468394,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,9,0.8333333333333334,283.1854687286909,38.84207386153207,65.81258763643787,7.72314970949897,9.27220987003267,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,10,1.0,407.36241345662046,31.436296597628445,37.87836126427509,8.499876499587726,11.868244173243305,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,11,1.0,355.2758125649657,38.93899328764115,54.332262869236416,7.735483171994731,10.02830745625356,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,12,1.0,219.48127916505587,27.748306583756335,36.53071079041643,5.217747617479842,5.756316340772957,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,13,0.8333333333333334,205.44995178623392,38.99231638903955,48.606991760572846,3.980381883427471,6.7160407888344755,6
retail,Riyadh/Grocery,lgbm_conformal,ml,rolling,14,1.0,198.18200748204603,32.190208786097195,39.8957948827929,4.878169084321393,5.030931289780914,6
workforce,workforce,seasonal_naive,baseline,expanding,1,0.85,19.830000000000002,6.5,8.270429251254134,0.93575,1.0557500000000002,20
workforce,workforce,seasonal_naive,baseline,expanding,2,0.95,19.830000000000002,4.8,6.016643582596529,0.61575,0.5257500000000006,20
workforce,workforce,seasonal_naive,baseline,expanding,3,0.95,19.830000000000002,4.0,5.495452665613635,0.52075,0.7207500000000004,20
workforce,workforce,seasonal_naive,baseline,expanding,4,1.0,19.830000000000002,2.7,3.286335345030997,0.49574999999999997,0.49575000000000047,20
workforce,workforce,seasonal_naive,baseline,expanding,5,0.75,19.830000000000002,6.7,8.949860334105779,1.0157500000000002,1.3257500000000004,20
workforce,workforce,seasonal_naive,baseline,expanding,6,0.55,19.830000000000002,10.4,12.47397290361014,1.56075,2.465749999999999,20
workforce,workforce,seasonal_naive,baseline,expanding,7,0.75,19.830000000000002,7.35,11.508692367076288,0.68325,2.4082500000000002,20
workforce,workforce,seasonal_naive,baseline,expanding,8,0.65,19.830000000000002,9.65,11.20937107959229,1.3832499999999994,1.5932500000000003,20
workforce,workforce,seasonal_naive,baseline,expanding,9,0.85,19.830000000000002,5.7,8.44393273303382,1.27575,1.1157500000000007,20
workforce,workforce,seasonal_naive,baseline,expanding,10,0.9,19.830000000000002,5.65,7.123903424387503,0.5632499999999995,0.8632500000000004,20
workforce,workforce,seasonal_naive,baseline,expanding,11,0.95,19.830000000000002,3.2,4.183300132670378,0.53075,0.6107500000000006,20
workforce,workforce,seasonal_naive,baseline,expanding,12,0.7,19.830000000000002,8.2,9.669539802906858,1.05075,1.5407500000000003,20
workforce,workforce,seasonal_naive,baseline,expanding,13,0.75,19.830000000000002,6.85,9.091204540653566,0.9132500000000002,1.61325,20
workforce,workforce,seasonal_naive,baseline,expanding,14,0.7,19.830000000000002,9.1,13.118688958886096,1.710749999999999,2.5657500000000004,20
workforce,workforce,sarima,classical,expanding,1,0.95,23.53840801431295,6.112898829226901,7.105517432085306,0.7096415004503316,0.6851360104578642,20
workforce,workforce,sarima,classical,expanding,2,1.0,23.003979378879656,3.176249303099509,3.8554241125427633,0.4721302015202474,0.6780687674237361,20
workforce,workforce,sarima,classical,expanding,3,0.85,11.089625198558064,2.9313058079206558,3.810784975843977,0.33628069526149423,0.569534419306275,20
workforce,workforce,sarima,classical,expanding,4,0.9,8.943522978961983,2.24886416943096,2.7981798230959094,0.34958182595602044,0.19718960581292905,20
workforce,workforce,sarima,classical,expanding,5,0.9,25.268114545329226,6.660220932765472,8.047618334468343,0.7327532077983323,0.8019787071378106,20
workforce,workforce,sarima,classical,expanding,6,0.95,26.834466888259044,5.738297612869268,7.879468329644459,0.7403304389898774,1.3108999443597849,20
workforce,workforce,sarima,classical,expanding,7,0.95,27.41818374690923,4.845441084031901,8.820827987870851,0.6377213075907084,1.9968001824455048,20
workforce,workforce,sarima,classical,expanding,8,0.8,26.73334259405642,8.310942071486016,10.515650962691128,1.041305928457371,1.4832440166942316,20
workforce,workforce,sarima,classical,expanding,9,0.9,26.062522692353355,5.035709849225186,7.559488586718824,0.5586231914802745,1.4955883247774777,20
workforce,workforce,sarima,classical,expanding,10,0.8,12.508433123503243,4.755375497347235,6.133570108631112,0.5082993391265089,1.0971624083724059,20
workforce,workforce,sarima,classical,expanding,11,0.9,10.059799054483411,2.604362130356479,3.4242318474231888,0.2920709528505749,0.5709484841228336,20
workforce,workforce,sarima,classical,expanding,12,0.85,28.479020546035713,7.691775883465053,9.449294871435205,0.9849130703304549,1.2730945680034997,20
workforce,workforce,sarima,classical,expanding,13,0.95,30.20239196744845,7.724585817813645,8.955877854583365,0.506805106398578,1.1527431692049381,20
workforce,workforce,sarima,classical,expanding,14,0.85,30.82058496558144,6.917382996465068,11.151283503213316,1.0425481825431508,1.9990930855044096,20
workforce,workforce,ets,classical,expanding,1,0.95,23.00510224683848,6.020835658871478,6.974351381076828,0.6752555069374591,0.650634741512736,20
workforce,workforce,ets,classical,expanding,2,1.0,22.471275611273903,3.1515331931061565,3.868170288273186,0.47747692917998535,0.6460868513837104,20
workforce,workforce,ets,classical,expanding,3,0.85,10.810676590485873,2.991568891777773,3.9472373659596265,0.3464214680390314,0.6339988087574594,20
workforce,workforce,ets,classical,expanding,4,0.9,8.716644349844353,2.3237691972792414,2.879845388936028,0.3553185855460591,0.18465716943629945,20
workforce,workforce,ets,classical,expanding,5,0.9,24.58183026674166,6.700233503811501,8.00695938109874,0.7557908549452322,0.7556125262877493,20
workforce,workforce,ets,classical,expanding,6,0.95,26.096285381966943,5.780280285923967,7.984816694626321,0.7512357897059728,1.3156344496286503,20
workforce,workforce,ets,classical,expanding,7,0.95,26.530762820386705,4.236466985081867,8.656040034129944,0.6645081869942032,1.9848204770505475,20
workforce,workforce,ets,classical,expanding,8,0.8,25.793945146396613,7.877878955089327,10.008906311917453,0.8915222898862318,1.48436973467019,20
workforce,workforce,ets,classical,expanding,9,0.95,25.137854661258874,4.71428382522867,7.170559763827473,0.565861517032094,1.4945254420934915,20
workforce,workforce,ets,classical,expanding,10,0.8,12.049180402281246,4.585038863572619,5.9519552770535675,0.4552682676999499,1.1212589982574435,20
workforce,workforce,ets,classical,expanding,11,0.9,9.69072582236866,2.7205140584145964,3.5847157893717636,0.30139109669473824,0.6173292694009118,20
workforce,workforce,ets,classical,expanding,12,0.9,27.335952231146745,7.198915584351463,9.039133888049653,0.9000770927677658,1.2805677719821513,20
workforce,workforce,ets,classical,expanding,13,0.95,28.969220438042818,6.891200565900735,8.19357519195248,0.5326823989379255,1.1559999974817727,20
workforce,workforce,ets,classical,expanding,14,0.9,29.39897630531072,6.332605650328264,10.237726276021396,0.7497232606508419,1.9847725849940363,20
workforce,workforce,prophet,gam,expanding,1,0.65,15.519704304069467,6.09693628992991,7.842275939871558,1.040954369762273,1.1004547358914967,20
workforce,workforce,prophet,gam,expanding,2,0.8,15.47806401805995,5.337152985842506,6.565708129659847,0.5147623020967352,1.0630063787404622,20
workforce,workforce,prophet,gam,expanding,3,0.95,15.431893580336672,2.98921401928288,3.931166339845051,0.39924216179293304,0.41447245394391563,20
workforce,workforce,prophet,gam,expanding,4,1.0,15.537277955622915,2.9917030900295645,3.7000884663662275,0.4317963025618904,0.34506759521925556,20
workforce,workforce,prophet,gam,expanding,5,0.45,15.504427839578913,7.587582653547395,9.186416147230808,1.9462433422863477,1.0003903400309961,20
workforce,workforce,prophet,gam,expanding,6,0.7,15.51319817420198,6.969526013405707,9.276705582955035,1.0706853917953763,1.9425807340083754,20
workforce,workforce,prophet,gam,expanding,7,0.7,15.56757391150604,7.365311188624633,10.651625211159018,0.8446690323169518,2.5938538916808076,20
workforce,workforce,prophet,gam,expanding,8,0.55,15.459640923133065,8.098999263665466,10.258508331013815,1.9623165523508024,1.5023518642025455,20
workforce,workforce,prophet,gam,expanding,9,0.55,15.589235227363028,6.972544623540164,9.10646132885907,0.9767735494761702,1.9148291692293498,20
workforce,workforce,prophet,gam,expanding,10,0.8,15.51654156440934,4.969508403332306,6.655229845633482,0.7894873966377108,1.0219691863868043,20
workforce,workforce,prophet,gam,expanding,11,1.0,15.553830436911301,3.6391472661739215,4.195721157586685,0.451122759710768,0.3265687621347976,20
workforce,workforce,prophet,gam,expanding,12,0.45,15.518211979860292,8.366064176297222,9.64398486084599,1.2361382310885778,1.8762600412103119,20
workforce,workforce,prophet,gam,expanding,13,0.4,15.529422957044778,9.329443366789997,10.269217921175207,2.044571412058511,1.5556251006713964,20
workforce,workforce,prophet,gam,expanding,14,0.65,15.450895396308415,8.600785338654797,11.401088238583615,1.629477771445949,2.280073099090853,20
workforce,workforce,sktime_theta,gam,expanding,1,0.95,24.703714427795415,5.998897990122072,7.10884034450971,0.6247310682522493,0.7517545396015592,20
workforce,workforce,sktime_theta,gam,expanding,2,1.0,24.058898148519805,3.600734260872727,4.329273908946986,0.47468017904414717,0.7282647283818438,20
workforce,workforce,sktime_theta,gam,expanding,3,0.9,11.13825664194474,3.241881256394376,4.3855610769362885,0.3557247483258048,0.7416890404275439,20
workforce,workforce,sktime_theta,gam,expanding,4,0.75,8.875459397999133,3.095118138855053,3.702765534968143,0.33416446249228204,0.37836491041732156,20
workforce,workforce,sktime_theta,gam,expanding,5,0.9,26.36873836946628,6.597212994178816,8.117008616915246,0.7985176539018584,0.8561247306141228,20
workforce,workforce,sktime_theta,gam,expanding,6,0.9,27.990208769812817,5.062134905421511,7.721180475747335,0.7412156883766591,1.396862320995706,20
workforce,workforce,sktime_theta,gam,expanding,7,0.95,28.394187130396364,5.130602872350271,8.981817653063448,0.6585069267152921,2.055663336276198,20
workforce,workforce,sktime_theta,gam,expanding,8,0.9,27.530313303088253,7.63767287031787,9.885308748245475,0.8748737716539757,1.536888495801454,20
workforce,workforce,sktime_theta,gam,expanding,9,0.9,26.727409511429368,4.994085635438953,7.502035883664951,0.5857199285646425,1.5389548269189322,20
workforce,workforce,sktime_theta,gam,expanding,10,0.85,12.326220790866715,4.4525926060710095,5.970636365070983,0.40918068560217175,1.0921362895777178,20
workforce,workforce,sktime_theta,gam,expanding,11,0.75,9.792384806863817,3.4146078378852707,4.3876634982264635,0.3855990186141231,0.7607657528089184,20
workforce,workforce,sktime_theta,gam,expanding,12,0.85,29.053636662353803,6.891352098234277,8.643188699087009,0.758795805470778,1.325810055939691,20
workforce,workforce,sktime_theta,gam,expanding,13,0.95,30.765760686793374,6.853532893627926,8.416058867995986,0.5370039664635271,1.2035804852246241,20
workforce,workforce,sktime_theta,gam,expanding,14,0.95,31.136866324433697,6.077078701712653,9.724479938376431,0.7463417437174796,2.0218759925192,20
workforce,workforce,lgbm_quantile,ml,expanding,1,0.4,14.062803955927004,6.6815869201166915,7.861030662487748,1.734643278458433,0.7637651519779214,20
workforce,workforce,lgbm_quantile,ml,expanding,2,0.85,10.848595940523072,5.126271725079205,6.306597615530441,0.9749124620843862,0.3840855711220187,20
workforce,workforce,lgbm_quantile,ml,expanding,3,0.6,9.034886525421038,3.496368965165611,4.490363725667581,0.6768993232759934,0.5246007331600478,20
workforce,workforce,lgbm_quantile,ml,expanding,4,0.65,6.144720895441582,2.7167859212029564,3.43446146002977,0.6283856309485044,0.4386861518504884,20
workforce,workforce,lgbm_quantile,ml,expanding,5,0.55,12.118388955546688,6.850344656691587,8.463492142840172,2.4367885316648836,0.7585744360978917,20
workforce,workforce,lgbm_quantile,ml,expanding,6,0.45,12.44914783367887,5.925531801923714,8.048317948426638,0.9944734918117902,2.1494021553987444,20
workforce,workforce,lgbm_quantile,ml,expanding,7,0.7,12.918680508521708,6.072521874517783,9.664779871646703,0.8587494437417751,2.0936397141403815,20
workforce,workforce,lgbm_quantile,ml,expanding,8,0.5,15.246813857590954,8.803753247740241,10.580594321356134,2.2494702811003227,1.562894109745581,20
workforce,workforce,lgbm_quantile,ml,expanding,9,0.65,11.753390547349815,6.321356714483765,9.184105759181625,1.9433810224692798,1.522490700103031,20
workforce,workforce,lgbm_quantile,ml,expanding,10,0.5,9.989017329172706,4.449775552410687,6.662993996844693,1.1550737702968514,1.5146112597188008,20
workforce,workforce,lgbm_quantile,ml,expanding,11,0.6,6.854635645407347,3.198429499141191,4.214603187585853,0.5213175651865675,0.7955040617045253,20
workforce,workforce,lgbm_quantile,ml,expanding,12,0.5,13.397550090348613,8.517642947129689,10.823731706757469,1.6817210559814673,1.841012887820367,20
workforce,workforce,lgbm_quantile,ml,expanding,13,0.6,13.543901440734373,7.345997672191285,9.423954858645397,0.9023342233613503,1.8198565371996236,20
workforce,workforce,lgbm_quantile,ml,expanding,14,0.65,15.017536439845534,7.600989399741339,11.422761220848482,1.1914031975438875,2.747422095485461,20
workforce,workforce,lgbm_conformal,ml,expanding,1,1.0,35.22313181134095,7.0653763560329965,8.064118498212268,0.7594072892946881,1.0017493012723604,20
workforce,workforce,lgbm_conformal,ml,expanding,2,1.0,34.511903825328396,4.589182517673771,5.215873395799025,0.7226959657175971,1.0028992255488234,20
workforce,workforce,lgbm_conformal,ml,expanding,3,0.95,16.53534363301899,3.4232431122382168,4.333332460901486,0.39483307672727913,0.5044483745694184,20
workforce,workforce,lgbm_conformal,ml,expanding,4,0.95,13.36711150903869,3.0302344497962888,3.7838604138530494,0.333055319649111,0.45607975034788606,20
workforce,workforce,lgbm_conformal,ml,expanding,5,0.95,37.3201833293589,6.524445724085297,8.266434503536601,0.8163997311098186,1.12148971731589,20
workforce,workforce,lgbm_conformal,ml,expanding,6,0.95,40.032049186117824,6.063775660367472,8.039550163801328,1.0230464174084664,1.4399700568191773,20
workforce,workforce,lgbm_conformal,ml,expanding,7,0.95,41.1617401352892,5.939044319700151,9.159219979906483,0.9146523806933248,2.15245531787458,20
workforce,workforce,lgbm_conformal,ml,expanding,8,0.9,40.90539279120476,10.181799643787361,12.463582820665552,1.076011428612954,1.7211227884221256,20
workforce,workforce,lgbm_conformal,ml,expanding,9,0.9,39.95837980768008,7.4879884596512865,10.406541838397306,0.7921736270741504,1.9549374901582344,20
workforce,workforce,lgbm_conformal,ml,expanding,10,0.8,19.350499120460903,5.3864878047075155,7.393781767056972,0.5506503813239431,1.229123626871959,20
workforce,workforce,lgbm_conformal,ml,expanding,11,0.9,15.462650411616583,3.410452979409534,4.527541493948938,0.3608174631527858,0.741924923871641,20
workforce,workforce,lgbm_conformal,ml,expanding,12,0.9,42.4674385486948,8.265618281253785,11.88470719866577,1.1095329392756361,1.6683764332954751,20
workforce,workforce,lgbm_conformal,ml,expanding,13,0.95,45.377163674758734,8.748565882150768,11.284617574108461,0.8803496231990018,1.8012043516729748,20
workforce,workforce,lgbm_conformal,ml,expanding,14,0.95,46.37574199134171,9.105594241040771,12.672526093165443,1.103626849730711,2.5525634140383056,20
workforce,workforce,seasonal_naive,baseline,rolling,1,0.85,22.76,6.5,8.270429251254134,0.859,0.9290000000000006,20
workforce,workforce,seasonal_naive,baseline,rolling,2,0.95,22.76,4.8,6.016643582596529,0.6239999999999994,0.5990000000000005,20
workforce,workforce,seasonal_naive,baseline,rolling,3,0.95,22.76,4.0,5.495452665613635,0.5940000000000001,0.7440000000000004,20
workforce,workforce,seasonal_naive,baseline,rolling,4,1.0,22.76,2.7,3.286335345030997,0.5690000000000001,0.5690000000000006,20
workforce,workforce,seasonal_naive,baseline,rolling,5,0.8,22.76,6.7,8.949860334105779,0.8390000000000001,1.3490000000000006,20
workforce,workforce,seasonal_naive,baseline,rolling,6,0.55,22.76,10.4,12.47397290361014,1.4839999999999998,1.9739999999999989,20
workforce,workforce,seasonal_naive,baseline,rolling,7,0.85,22.76,7.35,11.508692367076288,0.7065000000000001,2.4315,20
workforce,workforce,seasonal_naive,baseline,rolling,8,0.8,22.76,9.65,11.20937107959229,1.3064999999999993,1.4665000000000006,20
workforce,workforce,seasonal_naive,baseline,rolling,9,0.85,22.76,5.7,8.44393273303382,1.2839999999999994,1.1890000000000005,20
workforce,workforce,seasonal_naive,baseline,rolling,10,0.95,22.76,5.65,7.123903424387503,0.6015,0.9365000000000008,20
workforce,workforce,seasonal_naive,baseline,rolling,11,0.95,22.76,3.2,4.183300132670378,0.604,0.6840000000000007,20
workforce,workforce,seasonal_naive,baseline,rolling,12,0.75,22.76,8.2,9.669539802906858,1.074,1.4640000000000006,20
workforce,workforce,seasonal_naive,baseline,rolling,13,0.75,22.76,6.85,9.091204540653566,0.8365,1.6015000000000004,20
workforce,workforce,seasonal_naive,baseline,rolling,14,0.7,22.76,9.1,13.118688958886096,1.6839999999999988,2.589,20
workforce,workforce,sarima,classical,rolling,1,0.95,25.26373419238959,6.216422579535044,7.241500794886034,0.7191595357301177,0.7476442873152186,20
workforce,workforce,sarima,classical,rolling,2,1.0,24.90359578342785,3.396404648727534,4.212950076972079,0.527783807300889,0.7173959818705041,20
workforce,workforce,sarima,classical,rolling,3,0.85,12.184991852374083,3.118862324833668,4.065250004140401,0.3808874367261178,0.591702674290624,20
workforce,workforce,sarima,classical,rolling,4,0.95,9.886819028856689,2.2763857217291465,2.839309194165035,0.3600394849749946,0.22330085667936078,20
workforce,workforce,sarima,classical,rolling,5,0.9,27.404854036631946,6.903525578374887,8.103856403881215,0.6435154806027448,0.8308637996951667,20
workforce,workforce,sarima,classical,rolling,6,0.95,29.26083287479245,6.268563558504446,8.294061047472635,0.8085717362373902,1.3146614694984131,20
workforce,workforce,sarima,classical,rolling,7,0.95,30.149294383811842,5.1675675600829365,8.943121133321284,0.6771965135499874,2.0305920429411155,20
workforce,workforce,sarima,classical,rolling,8,0.8,29.480442875772507,8.523692091297715,10.645165782132414,1.0145548841043497,1.4957519625252145,20
workforce,workforce,sarima,classical,rolling,9,0.95,28.630575491349713,5.143962702424417,7.563636325310025,0.6172868847553283,1.5088768480582941,20
workforce,workforce,sarima,classical,rolling,10,0.8,13.955706596739812,4.929215567181178,6.308993548907899,0.5445884416759939,1.1519564324401501,20
workforce,workforce,sarima,classical,rolling,11,0.9,11.294249657200657,2.900830123116589,3.5597015407092414,0.31928668460165033,0.5523594916898469,20
workforce,workforce,sarima,classical,rolling,12,0.85,31.373447668608595,8.33435867874104,9.909260992488127,1.0256993285063103,1.297504250856227,20
workforce,workforce,sarima,classical,rolling,13,0.95,33.4602428280454,7.67251485601553,8.690177073874008,0.5928544610488694,1.173194881571415,20
workforce,workforce,sarima,classical,rolling,14,0.85,34.442889933491315,7.8568000957370785,11.309840725912553,0.9731142289680305,2.050674413312902,20
workforce,workforce,ets,classical,rolling,1,0.95,24.637155924835877,5.965525015153013,7.000240157301411,0.6429776277578287,0.7275622764348165,20
workforce,workforce,ets,classical,rolling,2,1.0,23.98452708898375,3.1152146573543242,3.9493600940113853,0.5141587719514633,0.6850675824977247,20
workforce,workforce,ets,classical,rolling,3,0.85,11.756624307417622,3.032375191271361,4.0233988211192395,0.3497321272380127,0.6511857266450285,20
workforce,workforce,ets,classical,rolling,4,0.95,9.532473309732405,2.257385578526325,2.8494329956849755,0.35807100641159334,0.21060679233278914,20
workforce,workforce,ets,classical,rolling,5,0.9,26.413197177402413,6.605415352714528,7.901562418543698,0.67459105964246,0.7938583289296569,20
workforce,workforce,ets,classical,rolling,6,0.95,28.1766430182837,5.574053467355485,7.881721944010688,0.7978868901454765,1.3340804340804708,20
workforce,workforce,ets,classical,rolling,7,0.95,29.008167614674136,5.08622525692218,8.815902184334673,0.6687116192527605,2.0520626292616813,20
workforce,workforce,ets,classical,rolling,8,0.85,28.268351202313795,7.983306855563528,10.23446022525597,0.9220524125085541,1.5207725137933403,20
workforce,workforce,ets,classical,rolling,9,0.95,27.40155150882584,5.023151358702279,7.385748167223528,0.6055103560304895,1.532535006957898,20
workforce,workforce,ets,classical,rolling,10,0.85,13.366121220004587,4.475501625813946,5.892921604213988,0.4462024037331208,1.0973452346464176,20
workforce,workforce,ets,classical,rolling,11,0.9,10.79414834218071,2.56661370738367,3.5304379205242298,0.31285068380521863,0.6463985526902918,20
workforce,workforce,ets,classical,rolling,12,0.9,29.846669024251746,6.623596862525017,8.355066112899678,0.7290849885659509,1.324619561336699,20
workforce,workforce,ets,classical,rolling,13,0.95,31.741023420797596,6.886429463020835,8.226873436231815,0.579851078463115,1.2056959447086046,20
workforce,workforce,ets,classical,rolling,14,0.95,32.5804240591565,6.810730308016862,10.24615186410408,0.7400496003153479,2.0839816073655335,20
workforce,workforce,prophet,gam,rolling,1,0.55,16.21546931094617,6.1834195897883095,7.696337128587789,1.3866150251394953,0.7651240644399647,20
workforce,workforce,prophet,gam,rolling,2,0.75,16.272554770040884,5.449182931498454,6.608820119823856,0.635724387724071,0.8585563183845559,20
workforce,workforce,prophet,gam,rolling,3,0.9,16.047567897797812,3.432159841640112,4.459664121029884,0.46516476932260187,0.4850024885032423,20
workforce,workforce,prophet,gam,rolling,4,0.9,16.4406685880339,3.268235581460742,4.635857142012662,0.6834069528441586,0.4708293173453054,20
workforce,workforce,prophet,gam,rolling,5,0.45,16.36465939342608,8.576889276949776,10.476925775611063,2.3909097714550587,1.0177955271284183,20
workforce,workforce,prophet,gam,rolling,6,0.7,16.31204179506098,6.936756622309507,10.03737000065068,1.562917824532637,1.7785676475308463,20
workforce,workforce,prophet,gam,rolling,7,0.55,16.218891289272886,8.938910804169783,11.690655793003423,1.4376200184716246,2.393709240768373,20
workforce,workforce,prophet,gam,rolling,8,0.4,16.073448333249825,10.789765400045471,12.801140563186747,3.387966181792076,1.8582308014088251,20
workforce,workforce,prophet,gam,rolling,9,0.6,16.20542203817307,7.901670303785016,10.326647072002919,1.666949221230102,1.9930744328186918,20
workforce,workforce,prophet,gam,rolling,10,0.65,16.323520142675523,6.978046865882885,8.741558248678267,1.4318906191899685,1.1821919884537668,20
workforce,workforce,prophet,gam,rolling,11,0.85,16.261958692539686,5.0333343613989525,6.32067793808072,0.8928604418690498,0.6412893333948081,20
workforce,workforce,prophet,gam,rolling,12,0.45,16.218053799266837,9.246050535043002,11.157661305586819,2.2760805354779525,1.4342172383583118,20
workforce,workforce,prophet,gam,rolling,13,0.4,16.317483175925354,11.323773859455997,13.145561245788606,3.8755295886080843,1.5467128606447822,20
workforce,workforce,prophet,gam,rolling,14,0.35,16.25204118554505,11.425906702876716,13.718062802725703,2.9983737365539205,2.5543624361123483,20
workforce,workforce,sktime_theta,gam,rolling,1,0.95,26.51852507142069,5.99025832586186,7.177848662414998,0.6629684371575291,0.8219227676038304,20
workforce,workforce,sktime_theta,gam,rolling,2,1.0,25.728199163677125,3.393502824169204,4.1974182155151345,0.527588865220752,0.7588210929631047,20
workforce,workforce,sktime_theta,gam,rolling,3,0.9,12.246665667372884,3.1689850684391767,4.297910492194031,0.3557182530299599,0.749152660165282,20
workforce,workforce,sktime_theta,gam,rolling,4,0.75,9.836985212706434,2.875730242026811,3.4640221779034577,0.3406816361032767,0.2959647949485936,20
workforce,workforce,sktime_theta,gam,rolling,5,0.9,28.34286726897809,6.616136612748045,7.96624001590486,0.7016034831512586,0.8764927298194474,20
workforce,workforce,sktime_theta,gam,rolling,6,0.95,30.27691440569044,5.387391577691466,7.938661974349027,0.8067549490182959,1.4257867326430094,20
workforce,workforce,sktime_theta,gam,rolling,7,0.95,31.138136728360234,5.43646468778953,9.064377376330123,0.6817308771391728,2.1357843567870805,20
workforce,workforce,sktime_theta,gam,rolling,8,0.9,30.274618404168812,8.09229420021509,10.1999274383063,0.8629631238278896,1.6004374223299689,20
workforce,workforce,sktime_theta,gam,rolling,9,0.95,29.240151626511967,4.8898507098360255,7.393559615693184,0.6391986197192789,1.5876061393441607,20
workforce,workforce,sktime_theta,gam,rolling,10,0.9,13.849105538518794,4.36897507482737,5.869167014349983,0.40925715255146267,1.0713019593626711,20
workforce,workforce,sktime_theta,gam,rolling,11,0.85,11.07818512377776,3.203156511574728,4.182947793525153,0.3882853927994015,0.7473661208860207,20
workforce,workforce,sktime_theta,gam,rolling,12,0.9,31.840231317301004,6.891059485642108,8.593672549441349,0.7423734174479378,1.389278065172374,20
workforce,workforce,sktime_theta,gam,rolling,13,0.95,33.90033926156316,6.871211763990578,8.33101020983367,0.6097556157899242,1.2730306728499732,20
workforce,workforce,sktime_theta,gam,rolling,14,0.95,34.754679588322226,6.54403749707522,9.894563319416102,0.7740274955666948,2.1434757483241387,20
workforce,workforce,lgbm_quantile,ml,rolling,1,0.4,12.427398956040145,6.765791229655565,7.634809474738805,1.9473980660064452,0.7570917862144804,20
workforce,workforce,lgbm_quantile,ml,rolling,2,0.6,8.673952700250542,4.797046384028137,6.057735203118766,1.6053274977770844,0.5214201139158957,20
workforce,workforce,lgbm_quantile,ml,rolling,3,0.6,6.842146139674969,3.469933610760581,4.629278961280721,0.7253955830698428,0.9038480925125043,20
workforce,workforce,lgbm_quantile,ml,rolling,4,0.55,4.7212863968223475,2.3892808055918278,3.151504516615151,0.6310632361344654,0.4979488041552954,20
workforce,workforce,lgbm_quantile,ml,rolling,5,0.45,11.471431683231476,6.522261292476406,8.358877302190956,3.0261592341401657,0.6396696590973822,20
workforce,workforce,lgbm_quantile,ml,rolling,6,0.35,11.248563857299207,7.7066456442061595,10.257492043002348,1.3222546859984232,2.718605782683197,20
workforce,workforce,lgbm_quantile,ml,rolling,7,0.7,11.698171036350589,5.912132854113405,10.337781316298834,0.8178308637465799,2.223129151264679,20
workforce,workforce,lgbm_quantile,ml,rolling,8,0.45,12.874416020641988,9.284986788648306,11.142416242916248,2.920887316013352,1.997216563031135,20
workforce,workforce,lgbm_quantile,ml,rolling,9,0.5,9.250073817645992,6.364068736751043,9.283389860248507,1.7886052103611063,1.708682160711734,20
workforce,workforce,lgbm_quantile,ml,rolling,10,0.5,7.022285758003352,4.677537812414151,6.165801805678386,1.2591528225647306,1.1201725550702066,20
workforce,workforce,lgbm_quantile,ml,rolling,11,0.55,5.146916587626178,3.1122068027208005,3.981934796182101,0.542469127995572,0.8630183438035539,20
workforce,workforce,lgbm_quantile,ml,rolling,12,0.5,12.761771254673494,9.01420114547856,10.66906444699006,2.2840419172080164,1.9463742391270968,20
workforce,workforce,lgbm_quantile,ml,rolling,13,0.55,12.672340974668078,6.8785855035318875,8.495495742759772,1.1625888146099972,1.8500049542993053,20
workforce,workforce,lgbm_quantile,ml,rolling,14,0.55,12.91973914448285,7.160186179059399,10.911938030456628,1.4144364377434724,3.116912678122987,20
workforce,workforce,lgbm_conformal,ml,rolling,1,0.95,35.87562845384004,6.734550017125879,7.989350715496311,0.7453704494667052,1.0544623986238872,20
workforce,workforce,lgbm_conformal,ml,rolling,2,1.0,34.63941692135534,4.460817348618184,5.6441246225577615,0.7425777654966395,0.9893930805711291,20
